"","cids","smiles","MW","nHA","nHD","TPSA","nRot","nRing","MaxRing","nHet","fChar","nRig","nStereo","gasa","QED","Fsp3","MCE18","Lipinski","Pfizer","GSK","GoldenTriangle","logS","logD","logP","pka_acidic","pka_basic","caco2","PAMPA","pgp_inh","pgp_sub","hia","f20","f30","f50","OATP1B1","OATP1B3","BCRP","BSEP","BBB","MRP1","PPB","logVDss","Fu","CYP1A2sub","CYP2C19inh","CYP2C19sub","CYP2C9inh","CYP2C9sub","CYP2D6inh","CYP2D6sub","CYP3A4inh","CYP3A4sub","CYP2B6inh","CYP2B6sub","CYP2C8inh","LMhuman","clplasma","t05","hERG","DILI","Ames","ROA","FDAMDD","SkinSen","Carcinogenicity","EC","EI","Respiratory","HHT","NeurotoxicityDI","Ototoxicity","Hematotoxicity","NephrotoxicityDI","Genotoxicity","RPMI8226","A549","HEK293","NRAhR","NRAR","NRARLBD","NRAromatase","NRER","NRERLBD","NRPPARgamma","SRARE","SRATAD5","SRHSE","SRMMP","SRp53","Aggregators","Fluc"
"26","cid137699558","CC(C)N(CCCNC(=O)Nc1ccc(C(C)(C)C)cc1)CC1OC(n2cnc3c(N)ncnc32)C(O)C1O",540.32,12,6,163.68,12,4,9,12,0,22,4,1,0.256,0.556,89.333,1,0,1,1,-3.415785865,2.74832078,2.882038742,8.557298086,7.566115212,-5.811620057,0.345704734,0.007051995,0.844263494,0.781080574,0.799583867,0.922405966,0.99855483,0.99619776,0.999779522,1.24e-05,0.947513163,4.27e-06,0.766564012,71.58710724,0.071387308,26.53054295,1.05e-10,2.16e-07,1.13e-08,1.25e-05,3.34e-06,0.001599857,0.002695415,0.003741012,0.047618702,0.000226446,1.44e-15,0.997161984,0.382964551,5.82106444,0.965246297,0.729374528,0.945547044,0.612056315,0.55349499,0.768145561,0.476553321,0.100379698,6.27e-10,0.000499333,0.755602062,0.65196985,0.992775798,0.984890163,0.58302778,0.781171978,0.999604046,0.201551124,0.628077567,0.932767034,0.006946298,1.01e-06,5.25e-07,8.49e-06,0.175412402,4.96e-05,2.07e-07,0.053756528,1.94e-05,2.91e-06,0.003017462,0.009295985,0.244,0.011
"27","cid76446078","CC(C)N(CCCNC(=O)Nc1ccc(C(C)(C)C)cc1)CC1OC(n2cnc3c(N)ncnc32)C(O)C1O",540.32,12,6,163.68,12,4,9,12,0,22,4,1,0.256,0.556,89.333,1,0,1,1,-3.415785865,2.74832078,2.882038742,8.557298086,7.566115212,-5.811620057,0.345704734,0.007051995,0.844263494,0.781080574,0.799583867,0.922405966,0.99855483,0.99619776,0.999779522,1.24e-05,0.947513163,4.27e-06,0.766564012,71.58710724,0.071387308,26.53054295,1.05e-10,2.16e-07,1.13e-08,1.25e-05,3.34e-06,0.001599857,0.002695415,0.003741012,0.047618702,0.000226446,1.44e-15,0.997161984,0.382964551,5.82106444,0.965246297,0.729374528,0.945547044,0.612056315,0.55349499,0.768145561,0.476553321,0.100379698,6.27e-10,0.000499333,0.755602062,0.65196985,0.992775798,0.984890163,0.58302778,0.781171978,0.999604046,0.201551124,0.628077567,0.932767034,0.006946298,1.01e-06,5.25e-07,8.49e-06,0.175412402,4.96e-05,2.07e-07,0.053756528,1.94e-05,2.91e-06,0.003017462,0.009295985,0.244,0.011
"28","cid56646779","Cc1ccccc1C(C(=O)NC1CCCCC1)N(C(=O)Cc1ccncc1)c1cccc(F)c1",459.23,5,1,62.3,9,4,6,6,0,26,1,0,0.522,0.321,73.135,0,1,1,0,-4.819010768,3.545913553,3.82571268,9.528979457,6.336179191,-4.984863757,0.109942541,0.992124259,0.007327373,9.2e-05,0.002111137,0.013187706,0.212779164,0.921697021,0.997793078,0.000305129,0.999999762,0.283640325,0.675669074,97.11750153,-0.228634498,2.531679207,0.004869169,0.899890542,0.990322411,0.976474941,0.008584313,0.967101812,0.17699866,0.999969363,0.996593058,0.990585148,2.88e-05,0.99985826,0.998659134,3.401614411,0.432450408,0.305304289,0.464465648,0.082001269,0.487476677,0.638233066,0.167224273,0.105802372,2.25e-05,0.134498611,0.57657212,0.570581734,0.758889437,0.395274192,0.269154608,0.587997735,0.70768249,0.032608137,0.069250189,0.323797584,0.003990288,0.01882215,1.9e-05,0.509777367,0.037323236,0.000956371,6.53e-05,0.378394902,0.00048739,0.340783536,0.075094141,0.006120063,0.86,0.001
"29","cid68056272","O=C(NC1CCCCC1)C(c1ccccc1Cl)N(C(=O)Cc1cccs1)c1cccc(F)c1",484.14,4,1,49.41,9,4,6,7,0,25,1,0,0.427,0.308,73.765,0,1,1,0,-5.130808302,4.076478915,4.564929171,9.624067933,5.246543277,-4.967758097,0.008573735,0.681165218,5.91e-05,0.0005458,0.01127851,0.015146375,0.082969129,0.021472113,0.777849376,3.92e-08,0.999999881,0.350598991,0.558208823,98.91930981,0.024669431,0.640665422,0.000860196,0.9774459,0.999992609,0.934745312,0.176917508,0.011113956,0.076339684,0.999963284,0.999692917,0.528531194,0.003272007,0.999866009,0.99985218,2.020620816,0.719893375,0.364976466,0.986393392,0.126280263,0.358249694,0.518273115,0.074164778,0.088497445,7.52e-05,0.039734054,0.867943347,0.725067437,0.729121089,0.574477613,0.337001681,0.673420966,0.996329486,0.019039012,0.069347918,0.628274322,0.003111602,0.008886386,0.000128195,0.127509072,0.812259018,0.061627354,0.001508758,0.942994475,0.010185405,0.184691563,0.613552511,0.013500384,0.999,0
"30","cid124202324","CC(=O)CCCCCC(C(=O)Nc1nc(-c2ccccc2)cs1)C(=O)NC1CCCCN1C",470.24,7,2,91.4,13,3,6,8,0,20,2,0,0.374,0.52,58.737,0,0,1,0,-3.869710086,3.267859448,3.574217308,8.078181411,6.90986085,-5.21160982,0.351599813,0.025874864,0.005948263,0.001697898,0.005480826,0.094036937,0.351863265,0.341308236,0.80222255,8e-05,0.818016887,0.524726331,0.914565027,98.15995707,0.178091848,1.35494057,0.010542418,0.289564639,0.599784613,0.720188022,0.163719565,0.005559921,0.948329628,0.069159172,0.835886478,0.777204335,3.99e-07,0.027175849,0.995921731,4.415148313,0.628566059,0.319545388,0.849010229,0.236031249,0.308062494,0.210027054,0.318315744,0.376167715,4.09e-06,0.024286695,0.651897132,0.735815167,0.743121028,0.695663512,0.334780902,0.755832434,0.993547261,0.037516419,0.007044427,0.206635997,0.920235693,0.093111187,0.000869923,0.019194199,0.191512734,8.45e-05,0.010728288,0.993061721,0.759430707,0.003539324,0.922705889,0.476202071,0.304,0.013
"31","cid44484893","COc1ccc(NC(=O)Nc2ccc3c(c2)C(=O)N(C(C)CO)CC(C)C(CN(C)Cc2ccc4c(c2)OCO4)O3)cc1",590.27,11,3,121.83,11,5,12,11,0,31,3,1,0.335,0.375,95.455,1,0,1,1,-3.748546818,3.00326901,2.932569023,9.553358064,8.208400751,-5.553621924,0.951003611,0.454608351,0.007726273,0.012480736,0.006406605,3.54e-05,0.995789033,0.991857827,0.999901772,2.16e-07,0.99999392,0.010922487,0.816253424,93.2232961,0.154069292,4.941187538,0.999996185,1.53e-07,0.999866366,9.37e-08,0.571863174,0.99874109,0.99941504,0.9998914,0.195804536,0.356680006,4.26e-05,0.129578039,0.128015488,4.49715246,0.904600076,0.820480406,0.983985007,0.665266871,0.100229956,0.625386298,0.913859427,0.482815355,3.48e-08,0.00643784,0.608248174,0.819728255,0.8374722,0.697038352,0.85378921,0.951414227,0.995917499,0.334056199,0.121637665,0.919310272,0.975265205,0.027789103,5.25e-05,0.001075971,0.123850405,1.95e-07,2.1e-09,0.571671724,0.000470591,0.006629559,0.191586629,0.087720074,0.445,0.138
"32","cid73755588","CC1CN(C(C)CO)C(=O)c2cccc(NS(=O)(=O)c3ccc(F)cc3)c2OC1CN(C)C(=O)NC1CCCCC1",590.26,10,3,128.28,10,4,12,12,0,29,3,0,0.429,0.517,95.455,0,0,1,1,-4.814681076,2.597284755,2.962335585,7.854933613,4.799937672,-5.564374055,0.038727161,0.97418344,0.012688708,8.06e-05,0.000228822,0.000843167,0.071559668,0.693265736,0.93634218,0.02378799,0.999884367,0.986783028,0.892232239,96.41540884,-0.305580022,3.18590839,0.039411485,0.539162993,0.999999762,0.999726117,0.999507666,0.000995063,0.006520235,0.999952793,0.198928073,0.99795711,9.19e-09,0.989505231,0.999539852,2.208646308,0.693469771,0.313187301,0.986935556,0.027883604,0.080117136,0.310169786,0.181090236,0.205427274,6.6e-09,0.000706741,0.020133669,0.898609936,0.097957067,0.666271567,0.414905757,0.789933145,0.992812335,0.107649006,0.375111938,0.448992699,1.1e-05,0.079920121,4.22e-06,6.82e-07,0.000722867,9.01e-09,2.41e-08,0.005090773,6.45e-07,1.37e-07,0.001430392,7.44e-09,0.263,0
"33","cid44486219","CC1CN(C(C)CO)C(=O)c2cccc(NS(=O)(=O)c3ccc(F)cc3)c2OC1CN(C)C(=O)NC1CCCCC1",590.26,10,3,128.28,10,4,12,12,0,29,3,0,0.429,0.517,95.455,0,0,1,1,-4.814681076,2.597284755,2.962335585,7.854933613,4.799937672,-5.564374055,0.038727161,0.97418344,0.012688708,8.06e-05,0.000228822,0.000843167,0.071559668,0.693265736,0.93634218,0.02378799,0.999884367,0.986783028,0.892232239,96.41540884,-0.305580022,3.18590839,0.039411485,0.539162993,0.999999762,0.999726117,0.999507666,0.000995063,0.006520235,0.999952793,0.198928073,0.99795711,9.19e-09,0.989505231,0.999539852,2.208646308,0.693469771,0.313187301,0.986935556,0.027883604,0.080117136,0.310169786,0.181090236,0.205427274,6.6e-09,0.000706741,0.020133669,0.898609936,0.097957067,0.666271567,0.414905757,0.789933145,0.992812335,0.107649006,0.375111938,0.448992699,1.1e-05,0.079920121,4.22e-06,6.82e-07,0.000722867,9.01e-09,2.41e-08,0.005090773,6.45e-07,1.37e-07,0.001430392,7.44e-09,0.263,0
"34","cid54639126","CN1CCN(C(=O)CC2C=CC(NS(=O)(=O)c3cccc(F)c3)C(CO)O2)CC1",427.16,8,2,99.18,7,3,6,10,0,21,3,1,0.618,0.526,69.655,0,0,1,0,-1.719754795,0.995905024,0.532533241,8.320543023,6.232024091,-5.58824246,0.01365643,0.023696894,0.87071538,5.75e-05,0.002329051,0.019597411,0.005250514,0.002040244,0.001577585,2.54e-05,0.986002922,0.819091916,0.991840363,58.67412886,0.036351905,38.73009339,2.1e-05,0.000560552,0.992017746,1.31e-05,0.977262139,1.12e-05,0.00080943,0.091573969,0.13813737,1.1e-06,1.51e-06,5.72e-05,0.943644702,5.839596469,0.748356867,0.242337599,0.78195703,0.50270015,0.432794392,0.351527631,0.672759771,0.334294498,0.007206447,0.26356405,0.572144389,0.745048463,0.93556273,0.587618291,0.288399875,0.804282904,0.993285537,0.031545237,0.024713723,0.125148714,0.000393868,0.01827674,6.76e-05,5.48e-06,0.021429995,0.001043713,1.59e-07,0.097608775,0.001109034,4.47e-05,0.000940958,1.05e-05,0.309,0
"35","cid44487872","Cc1noc(C)c1NC(=O)Nc1ccc2c(c1)C(=O)N(C(C)CO)CC(C)C(CN(C)CC1CCCCC1)O2",541.33,10,3,120.17,10,4,12,10,0,26,3,1,0.444,0.621,87.957,0,0,1,1,-4.348040567,3.324545839,3.851955953,9.153516949,8.20953956,-5.523044823,0.015690211,0.089940429,0.005507597,7.15e-07,5.61e-05,0.001252294,0.480331659,0.880954921,0.956761897,2.83e-07,0.991725445,0.789044976,0.999977827,64.35910748,0.128413915,27.25734414,0.99187535,4.53e-07,0.994650185,4.19e-08,0.027292201,0.742598951,0.011241077,0.960059702,0.040107381,0.265915394,0.036037002,0.383976817,0.955019891,4.221556509,0.706963563,0.538688302,0.988611877,0.201303333,0.168491364,0.755110979,0.777362049,0.138562828,3.69e-08,0.000506051,0.757634282,0.959326923,0.589499652,0.971288145,0.887034595,0.958099782,0.906926453,0.421489626,0.206403211,0.71060735,1.94e-06,0.001079542,2.12e-11,2.42e-05,0.000135196,2.3e-10,3.03e-11,0.004230513,2.32e-05,0.000110705,7.92e-06,3.44e-08,0.175,0.003
"36","cid123894352","CC1CN(C(C)CO)C(=O)c2cccc(NC(=O)c3ccncc3)c2OC1CN(C)Cc1ccc2c(c1)OCO2",546.25,10,2,113.46,9,5,12,10,0,31,3,1,0.442,0.367,92.659,0,0,1,1,-3.322706317,2.757443625,2.565786743,9.224398302,8.052206275,-5.510596116,0.479641974,0.442088783,0.02576348,0.000848532,0.001212299,0.00067091,0.493665338,0.832865357,0.91276747,0.012042065,0.988192976,0.557935476,0.860949874,79.17000335,0.131469961,13.89270019,0.99990356,4.45e-06,0.999973297,7.04e-06,0.984817088,0.993413031,0.999961734,0.999994516,0.058086544,0.210044786,0.03219153,1.99e-05,0.992336094,4.016673314,1.075149932,0.84362936,0.972015321,0.609730184,0.187351942,0.576278806,0.975710094,0.391967207,3.51e-09,0.007961607,0.433974802,0.72684145,0.841065049,0.587560654,0.571957886,0.900410354,0.934162259,0.284553319,0.061518509,0.787335753,0.861227274,0.147898719,0.000397022,0.002036222,0.043425165,3.25e-06,8.66e-08,0.289418817,0.000864197,0.001045957,0.007921991,0.00755437,0.199,0.002
"37","cid44493952","CC1CN(C(C)CO)C(=O)c2cccc(NC(=O)c3ccncc3)c2OC1CN(C)Cc1ccc2c(c1)OCO2",546.25,10,2,113.46,9,5,12,10,0,31,3,1,0.442,0.367,92.659,0,0,1,1,-3.322706317,2.757443625,2.565786743,9.224398302,8.052206275,-5.510596116,0.479641974,0.442088783,0.02576348,0.000848532,0.001212299,0.00067091,0.493665338,0.832865357,0.91276747,0.012042065,0.988192976,0.557935476,0.860949874,79.17000335,0.131469961,13.89270019,0.99990356,4.45e-06,0.999973297,7.04e-06,0.984817088,0.993413031,0.999961734,0.999994516,0.058086544,0.210044786,0.03219153,1.99e-05,0.992336094,4.016673314,1.075149932,0.84362936,0.972015321,0.609730184,0.187351942,0.576278806,0.975710094,0.391967207,3.51e-09,0.007961607,0.433974802,0.72684145,0.841065049,0.587560654,0.571957886,0.900410354,0.934162259,0.284553319,0.061518509,0.787335753,0.861227274,0.147898719,0.000397022,0.002036222,0.043425165,3.25e-06,8.66e-08,0.289418817,0.000864197,0.001045957,0.007921991,0.00755437,0.199,0.002
"38","cid54639701","CC(NC(=O)CC1CCC(NC(=O)CN2CCOCC2)C(CO)O1)c1ccccc1",419.24,8,3,100.13,10,3,6,8,0,20,4,0,0.571,0.636,59.5,0,0,1,0,-1.652273626,0.923213356,0.607157931,8.810626555,6.905435542,-5.476814206,0.967570603,0.003622284,0.230836615,0.269671202,0.02053839,0.144517064,0.674329132,0.138650715,0.70119673,7.06e-06,0.671926439,0.347787946,0.970564127,54.38522266,-0.1890098,45.99403265,3.72e-09,0.000842318,0.962351382,3.3e-05,3.25e-06,0.00010447,0.003528473,0.198277459,0.000410757,8.15e-05,3.74e-08,0.000179751,0.607146323,5.433070328,0.8636827,0.451614439,0.418845534,0.307201356,0.290173441,0.237741977,0.607751787,0.308453739,3.84e-06,0.024086703,0.250044107,0.596250534,0.867576301,0.439971894,0.06318374,0.576526165,0.517651439,0.059375577,0.022144854,0.178353488,0.000758342,0.005256332,0.001827525,0.002607828,0.112424642,0.00072185,0.000126308,0.581544816,0.00236497,0.002253671,0.000546187,0.029626301,0.009,0
"39","cid89183176","CC(=O)NC1CCN(C(=O)Nc2cc(-c3cccs3)ccc2N)CC1",358.15,6,4,87.46,6,3,6,7,0,19,0,0,0.737,0.333,41.083,0,0,0,0,-2.784090336,1.770343771,1.416741061,8.327705011,4.800553625,-5.263604273,0.468071759,0.040324066,0.990945339,0.118391037,0.890403412,0.849338934,0.993310277,0.827752829,0.90200299,0.008566593,0.860508621,0.017597504,0.505526364,86.92823025,0.073855304,11.8192621,0.000462034,0.193990499,0.120883279,0.011005056,0.022541169,0.000170952,0.130277798,0.024829898,0.554237008,0.005171934,4.39e-06,0.051180061,0.591344059,6.679734572,0.343653656,0.30409193,0.993364215,0.870041549,0.238073483,0.602017343,0.515282691,0.433693439,8.27e-08,0.031762369,0.970842242,0.908421338,0.744676232,0.798341393,0.760407567,0.894804239,0.999994636,0.160787225,0.041402437,0.502099156,0.958612382,0.022194497,0.218666807,0.008712932,0.928314805,0.002264037,0.034644503,0.994147658,0.821792126,0.066650696,0.915014446,0.766987324,0.139,0.178
"40","cid54618164","CC1CN(C(C)CO)S(=O)(=O)c2ccc(C#Cc3ccccc3F)cc2OC1CN(C)C(=O)Cc1ccncc1",565.2,8,1,100.04,7,4,12,10,0,29,3,0,0.461,0.333,85.05,0,0,1,1,-5.029063619,3.201024119,3.481530202,8.480400518,5.871085295,-5.554857313,0.297551215,0.603347898,0.002098268,8.54e-05,0.001649261,0.019196451,0.235771418,0.363520861,0.621434629,1.19e-05,0.999923229,0.005103076,0.897684336,96.18912495,-0.010734798,2.966833608,0.973266602,0.465351522,0.000313537,0.984760225,0.029029565,0.106107898,0.011042564,0.999964476,0.96733433,0.945486128,7.38e-08,0.999737442,0.192698941,5.576958247,0.534009444,0.266204476,0.897932351,0.320074916,0.487292111,0.641069055,0.817118645,0.448134482,1.4e-05,0.035050932,0.624064505,0.767561972,0.795801163,0.615775764,0.232210964,0.42988044,0.883704185,0.038608827,0.01005928,0.228533924,0.001023785,0.023037566,5.94e-07,0.021435985,0.00033873,5.34e-08,5.94e-07,0.022152027,7e-07,6.9e-06,2.55e-05,2.34e-06,0.585,0.124
"41","cid54618305","CC(C)CC#Cc1ccc2c(c1)OC(CN(C)C(=O)c1cnccn1)C(C)CN(C(C)CO)S2(=O)=O",514.22,9,1,112.93,7,3,12,10,0,23,3,1,0.589,0.5,72.538,0,0,1,1,-4.29200854,3.010114151,2.999419041,8.324581641,4.876685571,-5.187417121,0.981750786,0.00037304,0.002922488,6.84e-05,0.003714681,0.014012277,0.959530674,0.035273675,0.002524972,0.000264183,0.967921495,0.052803695,0.958606482,85.41054844,0.223901584,9.114583268,0.977630794,0.034901489,0.997324705,0.110522151,0.997911155,0.000317875,0.061699547,0.631201208,0.999995589,0.56943202,0.001657537,0.770287156,0.457208574,7.900737252,0.856065554,0.355063945,0.981215,0.29824397,0.26707688,0.813257635,0.6001333,0.501251459,2.09e-06,0.021324871,0.66719389,0.869738162,0.466817617,0.847513258,0.380201638,0.783589542,0.948774397,0.150603488,0.013856153,0.348029912,0.000106156,0.005881576,6.4e-08,0.001444944,0.000656129,7.12e-09,2.28e-07,0.003639611,7.26e-08,1.15e-06,8.65e-06,7.11e-07,0.459,0.003
"42","cid44498493","CC(C)NC(=O)Nc1ccc2c(c1)CC(=O)N(C(C)CO)CC(C)C(CN(C)S(C)(=O)=O)O2",484.24,10,3,128.28,9,2,13,11,0,18,3,1,0.535,0.636,64.444,0,0,1,0,-2.051896129,1.122959792,0.769431662,7.855067616,7.028811949,-5.507459657,0.014267771,0.311093599,0.042086039,0.000159383,0.000489235,0.002216041,0.358279645,0.384343803,0.99367106,4.39e-07,0.999968648,0.024987947,0.996072054,65.41644479,0.016134568,37.88556318,0.927095234,0.00715028,0.933160305,0.021122899,0.265586972,1.23e-05,0.016056245,0.923274815,0.983541191,0.011121374,8.81e-08,0.866075337,0.113477044,5.957686783,0.877107995,0.041172586,0.976230264,0.396751255,0.181310892,0.441988885,0.055712774,0.675849676,8.42e-08,0.003186418,0.079965591,0.901429653,0.24112764,0.773005605,0.721040368,0.471272767,0.99979049,0.077019677,0.007724972,0.166504845,5.77e-07,0.001781601,1.11e-07,1.86e-08,0.160236418,1.72e-09,2.56e-11,8.56e-06,9.01e-10,1.59e-10,5.88e-09,1.75e-09,0.066,0.002
"43","cid54639665","CN(C)CC(=O)NC1CCC(CCNC(=O)Nc2ccc(F)cc2)OC1CO",396.22,8,4,102.93,11,2,6,9,0,14,3,0,0.523,0.579,46.667,0,0,0,0,-1.837131005,1.091820398,0.791958501,9.02471502,7.307791265,-5.636314728,0.83336854,0.003484138,0.039289545,0.103081286,0.001159728,0.013825297,0.99523472,0.94060111,0.999908686,9.21e-08,0.936662078,0.84164995,0.084020242,32.12362117,0.04141058,68.79791995,1.14e-05,0.007974795,0.942147255,5.43e-05,0.000147715,2.1e-06,0.000362793,2.15e-05,0.003564622,0.023021858,6.5e-10,0.747877896,0.992040694,7.592026488,0.656222827,0.570495367,0.42272529,0.598912299,0.42032215,0.526745975,0.814185262,0.22621876,4.88e-06,0.01176315,0.344302267,0.757363617,0.849525034,0.710508287,0.388477743,0.862568378,0.996174335,0.065175638,0.071348876,0.315672159,0.023242926,8.82e-05,1.66e-08,0.00018014,0.002734604,2.09e-08,4.47e-11,0.028378861,3.26e-07,2.04e-06,2.27e-05,8.47e-05,0.083,0
"44","cid44491742","CC1CN(C(C)CO)C(=O)c2cc(N(C)C)ccc2OC1CN(C)Cc1ccc(Cl)c(Cl)c1",493.19,6,1,56.25,7,3,12,8,0,20,3,1,0.618,0.48,69.568,0,1,1,0,-3.935791703,3.276070901,3.64860174,9.930052993,7.666861659,-5.483582264,0.328649014,0.586932302,0.033795189,0.00029844,0.000156164,0.002087057,0.57850799,0.980100334,0.989248753,0.001858848,0.998453259,0.985751033,0.808095813,93.9184019,0.161788998,4.004310621,0.999999285,2.64e-05,0.735525608,1.23e-05,0.636456072,0.935775101,0.982629418,0.999064744,0.046700198,0.632421851,0.991031289,0.738422632,0.834469378,7.719737841,0.756804935,0.633624673,0.619445086,0.411106527,0.287381589,0.246338844,0.940972388,0.756278872,0.002981802,0.171144426,0.86868,0.706337333,0.850513697,0.88542968,0.847236335,0.966064095,0.956283867,0.198920116,0.453667521,0.915355325,0.020960752,0.291763455,0.000516714,0.013596614,0.016400509,4.9e-06,2.39e-06,0.166422173,3.06e-05,0.002525015,0.002768886,0.002081283,0.133,0.001
"45","cid71466380","CN(C)CC1CN(C(=O)Nc2cc(-c3ccc(F)cc3)ccc2N)C1",342.19,5,3,61.6,6,3,6,6,0,17,0,0,0.84,0.316,40.32,0,0,0,0,-2.511334024,1.962192656,1.882588067,9.776625005,8.552228636,-5.354377569,0.49144268,0.012828041,0.094160616,1.5e-05,3.81e-06,2.57e-05,0.02572906,0.889782131,0.473304003,0.017523769,0.947021782,0.998006284,0.526875854,79.4534312,0.70434746,18.77697616,7.36e-06,2.37e-06,0.999969959,3.27e-05,0.865595341,0.000490518,0.997961879,0.11134401,0.999312997,6.71e-07,0.003587984,0.00267697,0.012128943,8.463096653,1.149020546,0.880982876,0.949920893,0.895448685,0.681606889,0.853219807,0.767845154,0.87530762,7.08e-05,0.025532342,0.925907612,0.942450225,0.997153401,0.898011267,0.833499134,0.997112036,0.999699473,0.250692368,0.301168263,0.725631118,0.181099489,0.175264552,0.0002775,0.012244285,0.120742343,1.62e-05,1.14e-05,0.022963468,0.00119514,0.002229603,0.00269051,0.037821129,0.325,0.24
"46","cid613753","COc1cc(CCC(=O)N2CCC=CC2=O)cc(OC)c1OC",319.14,6,0,65.07,7,2,6,6,0,14,0,0,0.802,0.412,28.167,0,0,0,0,-2.480397544,2.066833529,1.736985248,8.067033096,4.989120771,-4.724359199,0.020323152,0.930928826,0.085455678,0.001985431,0.011199236,0.026345849,0.494426847,0.670212865,0.866936564,0.021235546,0.999577343,0.662774324,0.818275213,83.45452636,-0.141972516,15.4681979,0.783723652,0.224981889,0.999553978,0.973683774,0.881586432,0.000380295,0.000471014,0.95185709,0.994873822,0.010673296,0.00204338,0.999964118,0.620276988,6.556863061,1.251281492,0.178393871,0.399238199,0.364360303,0.461279571,0.56671381,0.722836077,0.528288126,0.234500855,0.890547633,0.719246864,0.493976563,0.775325716,0.253851235,0.452460676,0.308166981,0.696471453,0.061295789,0.04090374,0.34768334,0.003568011,0.003690698,9.87e-05,0.035185136,0.14971973,0.000781658,3.07e-05,0.051239297,0.000761112,0.000320928,0.010703549,0.004864028,0.024,0.005
"47","cid54618359","CC1CN(C(C)CO)C(=O)c2cc(C#CC3(O)CCCC3)cnc2OC1CN(C)C(=O)C1CCOCC1",513.28,9,2,112.43,6,4,12,9,0,27,3,0,0.578,0.679,92.383,0,0,1,1,-3.129376859,2.120101045,1.623707101,7.97091824,5.28291899,-5.408954598,0.792455077,0.03356478,0.000357529,0.001033545,0.00155586,0.001051486,0.938440584,0.157762736,0.769794941,0.024083201,0.99995327,0.010574339,0.925750971,73.59971895,0.052544576,13.99608029,8.78e-06,0.912157893,0.549346685,0.000147468,0.999977231,9.67e-09,2.96e-05,0.999789059,0.998383045,6.03e-09,0.000251468,0.999999404,0.992696583,7.524262701,1.462432861,0.096478023,0.557267904,0.39631772,0.159402937,0.301818669,0.629783332,0.72012043,1.17e-07,0.009342588,0.488535613,0.818852305,0.383596271,0.947255135,0.355561286,0.854754865,0.407916427,0.144386277,0.003192263,0.335398197,2.86e-07,0.001081401,1.73e-09,0.005949602,0.002825704,2.13e-08,1.45e-06,0.000745517,2.64e-05,2.26e-05,4.82e-08,4.03e-08,0.018,0.003
"48","cid44505237","CC1CN(C(C)CO)C(=O)CCCn2cc(nn2)COC1CN(C)Cc1ccc2c(c1)OCCO2",487.28,10,1,102.18,6,4,14,10,0,28,4,1,0.657,0.64,79.098,0,0,1,0,-1.71332254,1.050552126,0.760663173,8.828670162,8.265562547,-5.330508837,0.092749707,0.005982967,0.095876306,1.92e-05,1.51e-05,1.5e-05,0.010173082,0.004484513,0.312150925,5.2e-05,0.970379233,0.993350208,0.979472518,53.52377964,0.094220337,47.4319818,0.996666253,6.73e-08,0.999905467,1.72e-08,0.537853837,8.84e-08,0.995987952,0.07373254,0.993540585,1.33e-11,0.000910876,2.26e-06,0.9930529,8.771163065,0.949683367,0.466930389,0.615759075,0.568406761,0.162026718,0.388412833,0.794868469,0.784796476,0.000152612,0.021757085,0.591246665,0.787206173,0.869441152,0.849508941,0.447605312,0.780310571,0.576857507,0.147785783,0.03221548,0.428010732,0.000102474,0.004284317,2.14e-08,5.95e-06,0.000429245,5.28e-10,1.62e-09,0.000140763,1.92e-07,9.63e-07,1.63e-09,1.34e-07,0.024,0.001
