"","ChEMBL ID","AlogP","Polar Surface Area","HBA","HBD","#RO5 Violations","#Rotatable Bonds","Passes Ro3","QED Weighted","CX Acidic pKa","CX Basic pKa","CX LogP","CX LogD","Aromatic Rings","Inorganic Flag","Heavy Atoms","HBA (Lipinski)","HBD (Lipinski)","#RO5 Violations (Lipinski)","Smiles"
"10953","CHEMBL504227","1.91","212.56","14","3","2","6","N","0.17","11.55","None","3.77","3.77","2",-1,"52","14","3","2","C=C1[C@H](OC(=O)c2ccccc2)[C@@H](O)C(=O)C(C)(C)[C@H]2O[C@@H]2[C@H](C)C(=O)[C@]2(O)[C@@H]([C@H]1OC(=O)c1ccccc1)[C@@H](OC(C)=O)[C@](C)(O)[C@@H]2OC(C)=O"
"10954","CHEMBL1241951","5.71","77.84","7","1","2","6","N","0.38","3.75","7.15","4.64","4.22","3",0,"41","8","1","2","COc1cccc(N2CCN(C3=Nc4c(F)cccc4[C@H](CC(=O)O)N3c3cc(C(F)(F)F)ccc3OC)CC2)c1"
"10955","CHEMBL515387","0.20","64.60","6","1","0","3","N","0.82","None","9.38","0.40","-1.56","1",0,"26","7","1","0","O=C([C@@H]1C[C@H](N2CCN(c3ncccn3)CC2)CN1)N1CCC(F)(F)C1"
"10956","CHEMBL206025","4.01","95.94","4","2","0","14","N","0.41","4.05","None","3.37","0.24","1",0,"30","7","2","0","CCCCCN(CCCOC)C(=O)C(CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1"
"10957","CHEMBL252952","None","None","None","None","None","None","None","None","None","None","None","None","None",-1,"None","None","None","None","C/C=C1\NC(=O)[C@@H](NC(=O)[C@H](CCc2ccc(O)cc2)NC(=O)[C@H](C)NC(=O)[C@H](O)COS(=O)(=O)O)[C@@H](C)OC(=O)[C@H](C(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)N(C)C(=O)[C@H](Cc2ccccc2)N2C(=O)[C@H](CC[C@H]2O)NC1=O"
"10958","CHEMBL487591","5.13","37.30","2","1","1","1","N","0.73","10.54","None","4.37","4.37","0",-1,"22","2","1","1","CC(C)C1=CC=C2C(=C(O)C[C@H]3C(C)(C)CCC[C@]23C)C1=O"
"10959","CHEMBL303928","1.14","77.75","4","3","0","0","N","0.61","8.61","3.06","0.67","0.64","2",-1,"17","5","3","0","O=c1[nH]c2c(c(=O)[nH]1)CNc1ccccc1S2"
"10960","CHEMBL2105747","2.52","87.16","7","2","0","3","N","0.81","7.96","0.13","1.48","1.38","2",0,"28","8","2","0","COc1ccc(N2CCOCC2)c2sc(NC(=O)N3CCC(C)(O)CC3)nc12"
"10961","CHEMBL211583","None","None","None","None","None","None","None","None","None","None","None","None","None",-1,"None","None","None","None","BC#N.CCCCCCCCCCCCN(C)C"
"10962","CHEMBL300049","5.20","125.38","11","2","3","8","N","0.33","12.82","9.35","4.56","2.62","0",0,"49","11","2","3","CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)C[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)CC)[C@H]2O)[C@@]2(C)CC(C)=C(O2)[C@H](C)[C@@H](O)[C@H]1C"
"10963","CHEMBL138622","7.31","32.76","5","0","1","2","N","0.44","None","9.58","6.16","2.68","2",-1,"35","4","0","1","C[C@@H]1CC[C@@H](c2ccoc2)N2C[C@]3(CC[C@@H]12)CS[C@]1(CC[C@H]2[C@H](C)CC[C@@H](c4ccoc4)N2C1)C3"
"10964","CHEMBL2332132","6.21","69.67","5","0","1","7","N","0.31","None","None","5.83","5.83","0",-1,"36","5","0","1","C=C1C(=O)O[C@@H]2C[C@H]3[C@]4(C)CC[C@H]([C@H](C)CC(=O)C=C(C)C)[C@@]4(C)CC[C@]34C[C@]4(CCC(=O)OC)[C@H]12"
"10965","CHEMBL520939","4.47","66.38","6","1","0","5","N","0.80","9.62","None","4.55","4.55","2",-1,"29","6","1","0","COc1cc2c(c(O)c1OC)-c1c(cc(OC)c(OC)c1OC)CC(C)C(C)C2"
"10966","CHEMBL1276311","1.61","63.60","4","1","0","0","N","0.53","None","None","1.96","1.96","0",-1,"19","4","1","0","C=C1C(=O)O[C@@H]2C[C@H](C)[C@]3(O)CCC(=O)[C@@]3(C)C[C@H]12"
"10967","CHEMBL2390988","-0.48","241.83","13","6","3","8","N","0.25","1.07","4.94","-3.60","-8.68","2",-1,"30","16","7","3","Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(O)(=S)OP(=O)(O)OP(=O)(O)O)O1"
"10968","CHEMBL327407","1.33","76.15","5","0","0","6","N","0.74","None","None","1.98","1.98","1",0,"23","7","0","0","CCC1(c2ccccc2)C(=O)N(COC)C(=O)N(COC)C1=O"
"10969","CHEMBL1095014","None","None","None","None","None","None","None","None","None","None","None","None","None",-1,"None","None","None","None","C/C=C(/C)C(=O)O[C@H]1[C@H](O)[C@@]2(CO)[C@@H](CC1(C)C)C1=CC[C@@H]3[C@@]4(C)CC[C@H](O[C@@H]5O[C@H](C(=O)O)[C@@H](O)[C@H](O[C@@H]6O[C@@H](CO)[C@H](O)[C@H]6O)[C@H]5O[C@@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)C[C@H]2O"
"10970","CHEMBL221630","2.68","43.37","3","0","0","1","Y","0.71","None","None","2.04","2.04","1",-1,"18","3","0","0","C=C(C)C1CC2=C(O1)C(=O)c1ccccc1C2=O"
"10971","CHEMBL532919","8.47","168.94","9","7","3","37","N","0.02","12.06","None","10.33","10.33","0",-1,"56","10","7","3","CCCCCCCCCCCCCCCCCCC[C@@H](O)C(=O)N[C@@H](CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)/C=C/CC/C=C(\C)CCCCCCCCC"
"10972","CHEMBL485467","7.71","66.76","4","2","1","12","N","0.15","8.82","None","7.68","7.66","1",-1,"32","4","2","1","CC(=O)Oc1ccc(O)c(O)c1C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C"
"10973","CHEMBL1651092","0.74","75.68","4","2","0","2","N","0.77","10.61","1.45","1.57","1.57","1",-1,"15","4","3","0","NC(=O)C1CSC(c2ccccc2O)=N1"
"10974","CHEMBL1651090","1.25","52.82","4","2","0","2","N","0.77","10.62","3.30","2.05","2.05","1",-1,"14","3","2","0","OC[C@@H]1CSC(c2ccccc2O)=N1"
"10975","CHEMBL563174","1.25","94.83","5","3","0","1","N","0.49","13.89","None","0.80","0.80","0",-1,"25","5","3","0","C=C1C(=O)[C@@]23[C@@H]([C@@H](O)C[C@@H]1[C@H]2O)[C@]1(C)CCC[C@](C)(C=O)[C@H]1C[C@H]3O"
"10976","CHEMBL551554","0.74","116.45","7","4","0","1","N","0.37","10.61","None","0.06","0.06","0",-1,"29","7","4","0","C=C1[C@@H]2CC[C@H]3[C@@]45CO[C@@](O)([C@@H](O)[C@@H]4C(C)(C)CC[C@@H]5OC(C)=O)[C@@]3([C@@H]1O)[C@@H]2O"
"10977","CHEMBL244800","0.88","116.43","7","2","0","5","N","0.79","5.80","2.61","-0.29","-1.15","2",-1,"21","8","3","0","COc1cnnc(NS(=O)(=O)c2ccc(N)cc2)c1OC"
"10978","CHEMBL463054","2.19","83.83","5","2","0","1","N","0.72","7.54","None","3.32","3.06","2",-1,"21","5","2","0","COc1cc(O)c2c(c1)C(=O)c1cc(C)c(O)cc1C2=O"
"10979","CHEMBL512054","-1.08","144.52","8","5","0","1","N","0.44","8.13","None","-1.12","-1.19","1",-1,"24","8","5","0","COc1cc(O)c2c(c1)C(=O)C1=C(C2=O)[C@H](O)[C@@H](O)[C@@](C)(O)[C@@H]1O"
"10980","CHEMBL27246","1.78","37.30","1","1","0","2","Y","0.65","4.32","None","2.14","-0.81","1",-1,"11","2","1","0","O=C(O)/C=C/c1ccccc1"
"10981","CHEMBL569351","0.94","66.40","3","2","0","3","N","0.69","-0.88","0.18","-0.49","-1.95","1",-1,"12","4","2","0","O=S(=O)([O-])CNc1ccccc1.[Na+]"
"10982","CHEMBL463268","2.86","113.70","8","2","1","2","N","0.47","10.13","None","2.43","2.43","2",-1,"37","10","2","1","COc1ccc2c3c4n(c2c1)[C@H](C=C(C)C)OOC(C)(C)C[C@@H]4N1C(=O)[C@@H]2CCCN2C(=O)[C@]1(O)[C@H]3O"
"10983","CHEMBL504505","-1.61","182.97","13","4","2","3","N","0.22","12.26","None","-2.63","-2.63","0",-1,"41","13","4","2","COC(=O)[C@H]1OC[C@@]23[C@@H](O)C[C@@H](O)[C@@]4(C(=O)OC)CO[C@@H]([C@@H](O)[C@@](C)([C@]56O[C@@]5(C)[C@H]5C[C@@H]6O[C@@H]6OC=C[C@@]65O)[C@H]12)[C@@H]43"
"10984","CHEMBL257679","None","None","None","None","None","None","None","None","None","None","None","None","None",-1,"None","None","None","None","CB(O)O"
"10985","CHEMBL518259","4.26","48.06","4","0","0","1","N","0.40","None","None","3.91","3.91","0",-1,"25","4","0","0","COC(=O)/C1=C/CC/C(C)=C/[C@@H]2OCC(C)=C2CC[C@@]2(C)O[C@@H]2CC1"
"10986","CHEMBL1213848","6.92","9.23","1","0","1","10","N","0.26","None","None","3.07","3.07","3",-1,"31","2","0","1","CCC[N+](C)(C)CCOc1ccc(/C(=C(/CC)c2ccccc2)c2ccccc2)cc1.[Br-]"
"10987","CHEMBL501637","1.12","239.22","14","10","3","10","N","0.11","11.91","None","0.68","0.68","0",-1,"56","14","10","3","CC(C)=CCC[C@](C)(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C[C@]12C"
"10988","CHEMBL1230065","3.12","100.42","6","3","0","7","N","0.56","13.94","None","3.35","3.35","3",0,"30","8","3","0","CCCNC(=O)c1cn2ncnc(Nc3cc(C(=O)NC4CC4)ccc3C)c2c1C"
"10989","CHEMBL412309","None","None","None","None","None","None","None","None","None","None","None","None","None",0,"None","None","None","None","CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccc(O)cc1c2[Si](C)(C)C(C)(C)C"
"10990","CHEMBL336961","3.49","57.78","2","2","0","0","N","0.66","12.22","3.34","2.67","2.67","3",-1,"20","4","2","0","O=C1Cc2c([nH]c3ccc(Br)cc23)-c2ncccc2N1"
"10991","CHEMBL2105330","-2.63","161.92","7","6","1","3","N","0.35","4.16","None","-2.50","-3.94","1",0,"18","9","7","1","NC(=O)c1[nH]nc([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1O"
"10992","CHEMBL232233","-1.25","80.39","2","2","0","0","N","0.37","-1.81","None","-1.42","-3.79","0",-1,"5","4","3","0","NS(=O)(=O)[O-].[Na+]"
"10993","CHEMBL3707313","5.99","70.00","4","2","1","7","N","0.45","3.97","4.75","5.15","3.03","3",0,"34","5","2","1","CC(C)(C)c1cc(-c2cc(-c3ccc(C(=O)O)cc3)ccc2OCCO)ccc1N1CCCC1"
"10994","CHEMBL539201","None","None","None","None","None","None","None","None","None","None","None","None","None",-1,"None","None","None","None","CCCC[P+](CCCC)(CCCC)CCCC.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F"
"10995","CHEMBL1823131","2.20","56.51","4","0","0","4","N","0.59","None","None","1.56","1.56","1",-1,"17","4","0","0","COc1cc(/C=C/C(C)=C/C(C)=O)oc(=O)c1"
"10996","CHEMBL1823133","1.56","56.51","4","0","0","3","N","0.71","None","None","1.19","1.19","1",-1,"15","4","0","0","COc1cc(/C=C/C(C)=O)oc(=O)c1C"
"10997","CHEMBL458314","3.15","55.76","4","1","0","1","N","0.59","13.14","None","2.57","2.57","0",-1,"24","4","1","0","CC1(C)[C@@H](O)CC[C@]2(C)C3=C(CC[C@@H]12)CO[C@@H](C1=CCOC1=O)C3"
"10998","CHEMBL540741","-0.35","220.13","15","6","3","7","N","0.15","11.81","None","0.41","0.41","0",-1,"49","15","6","3","CC(=O)OC[C@H]1O[C@@H](O[C@H]2CC[C@]3(C)[C@H]4C[C@H](C5=CCOC5=O)OC(O)[C@@H]4CC[C@H]3C2(C)C)[C@H](O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)[C@@H](O)[C@@H]1O"
"10999","CHEMBL471245","1.13","0.00","1","2","0","0","Y","0.35","1.09","None","2.17","-0.12","0",-1,"4","0","0","0","S=C([S-])[S-].[Na+].[Na+]"
"11000","CHEMBL2103770","2.61","21.26","2","1","0","4","N","0.86","None","9.28","2.42","0.55","1",0,"16","2","1","0","CNCC(OC)c1cccc(C(F)(F)F)c1"
"11001","CHEMBL545686","6.11","17.29","2","0","1","14","N","0.37","None","10.59","7.10","4.11","1",0,"23","2","0","1","CCCCCCCCN=c1ccn(CCCCCCCC)cc1.Cl"
"11002","CHEMBL562810","8.18","73.83","4","3","1","9","N","0.29","8.56","None","7.84","7.81","3",-1,"33","4","3","1","CC(C)=CCC/C(C)=C\CC/C(C)=C\Cc1c(O)cc(O)cc1-c1cc2ccc(O)cc2o1"
"11003","CHEMBL478811","2.90","98.36","7","2","0","4","N","0.75","7.63","None","2.59","2.39","3",-1,"25","7","2","0","COc1ccc(-c2oc3c(OC)c(OC)cc(O)c3c(=O)c2O)cc1"
"11004","CHEMBL1255871","8.91","74.60","4","2","2","10","N","0.25","13.07","None","8.05","8.05","0",0,"44","4","2","2","CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C(=O)[C@@H](O)CC2(C)C)C(C)(C)C[C@H](O)C1=O"
"11005","CHEMBL28333","3.63","15.60","2","0","0","1","N","0.77","None","6.90","4.21","4.09","2",0,"19","2","0","0","CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21"
"11006","CHEMBL1256632","None","None","None","None","None","None","None","None","None","None","None","None","None",-1,"None","None","None","None","Cc1cn([C@H]2C[C@H](OP(O)(=S)OC[C@H]3O[C@@H](n4cc(C)c(=O)[nH]c4=O)C[C@@H]3OP(O)(=S)OC[C@H]3O[C@@H](n4cc(C)c(=O)[nH]c4=O)C[C@@H]3OP(O)(=S)OC[C@H]3O[C@@H](n4cnc5c(=O)[nH]c(N)nc54)C[C@@H]3OP(O)(=S)OC[C@H]3O[C@@H](n4ccc(N)nc4=O)C[C@@H]3OP(O)(=S)OC[C@H]3O[C@@H](n4cc(C)c(=O)[nH]c4=O)C[C@@H]3OP(O)(=S)OC[C@H]3O[C@@H](n4ccc(N)nc4=O)C[C@@H]3OP(O)(=S)OC[C@H]3O[C@@H](n4cc(C)c(=O)[nH]c4=O)C[C@@H]3OP(O)(=S)OC[C@H]3O[C@@H](n4cc(C)c(=O)[nH]c4=O)C[C@@H]3OP(O)(=S)OC[C@H]3O[C@@H](n4ccc(N)nc4=O)C[C@@H]3OP(O)(=S)OC[C@H]3O[C@@H](n4cc(C)c(=O)[nH]c4=O)C[C@@H]3OP(O)(=S)OC[C@H]3O[C@@H](n4cc(C)c(=O)[nH]c4=O)C[C@@H]3OP(O)(=S)OC[C@H]3O[C@@H](n4ccc(N)nc4=O)C[C@@H]3OP(O)(=S)OC[C@H]3O[C@@H](n4cc(C)c(=O)[nH]c4=O)C[C@@H]3OP(O)(=S)OC[C@H]3O[C@@H](n4cc(C)c(=O)[nH]c4=O)C[C@@H]3OP(O)(=S)OC[C@H]3O[C@@H](n4cnc5c(=O)[nH]c(N)nc54)C[C@@H]3OP(O)(=S)OC[C@H]3O[C@@H](n4ccc(N)nc4=O)C[C@@H]3OP(O)(=S)OC[C@H]3O[C@@H](n4cnc5c(=O)[nH]c(N)nc54)C[C@@H]3O)[C@@H](COP(O)(=S)O[C@H]3C[C@H](n4cnc5c(=O)[nH]c(N)nc54)O[C@@H]3COP(O)(=S)O[C@H]3C[C@H](n4ccc(N)nc4=O)O[C@@H]3COP(O)(=S)O[C@H]3C[C@H](n4cnc5c(=O)[nH]c(N)nc54)O[C@@H]3CO)O2)c(=O)nc1N"
"11007","CHEMBL506838","7.33","95.97","7","0","2","4","N","0.20","None","None","8.36","8.36","2",-1,"45","7","0","2","CC(=O)Oc1ccc2c(c1)[C@@]1(C)CCC[C@](C)(C(=O)OC(=O)[C@@]3(C)CCC[C@]4(C)c5cc(OC(C)=O)ccc5CC[C@@H]34)[C@@H]1CC2"
"11008","CHEMBL523069","4.41","46.53","3","1","0","1","N","0.57","13.63","None","4.84","4.84","0",-1,"23","3","1","0","C/C1=C\CC[C@H](C)C[C@H](O)CC2=C[C@@H](OC2=O)[C@H](C(C)C)CC1"
"11009","CHEMBL1165401","1.04","97.99","5","4","0","1","N","0.53","13.87","None","0.49","0.49","0",-1,"25","5","4","0","C=C1C(=O)[C@@]23[C@@H]([C@@H](O)C[C@@H]1[C@H]2O)[C@]1(CO)CCCC(C)(C)[C@H]1C[C@H]3O"
"11010","CHEMBL346933","2.07","0.00","0","0","0","2","Y","0.52","None","None","2.22","2.22","0",-1,"6","0","0","0","ClCC(Cl)CCl"
"11011","CHEMBL505625","1.99","164.26","12","1","2","6","N","0.21","13.61","None","1.21","1.21","0",-1,"42","12","1","2","CCCC(=O)O[C@@H]1C=C[C@@]2(C)[C@@H]([C@@]3(OC(C)=O)[C@]45O[C@]4(C)C(=O)O[C@H]5/C=C(/C)[C@H](OC(C)=O)C[C@@]23OC(C)=O)[C@@]1(C)O"
"11012","CHEMBL1443577","1.51","97.97","5","2","0","3","N","0.83","6.60","2.02","0.85","0.22","2",0,"18","6","3","0","Nc1ccc(S(=O)(=O)Nc2ccc(Cl)nn2)cc1"
"11013","CHEMBL249688","3.97","136.82","8","4","1","1","N","0.21","12.41","None","4.38","4.38","0",-1,"40","8","4","1","C=C1/C=C(\C)[C@@H](C)C[C@H](O)CC(=O)[C@H](O)[C@@H](O)[C@H](C)C[C@H](CO)OC(=O)/C(C)=C/CC/C=C/[C@@H]2O[C@H]2C[C@H](C)C1"
"11014","CHEMBL1192","2.24","63.58","4","1","0","0","N","0.57","8.19","None","2.29","2.22","3",-1,"15","4","1","0","O=c1ccc2cc3ccoc3c(O)c2o1"
"11015","CHEMBL3545065","2.83","65.20","4","2","0","4","N","0.77","12.39","6.46","2.17","2.12","3",0,"23","5","2","0","CN(C)C(C(=O)Nc1ccc2c(=O)[nH]ccc2c1)c1ccsc1"
"11016","CHEMBL109252","6.09","13.14","1","0","1","2","N","0.60","None","None","5.66","5.66","1",-1,"21","1","0","1","C=C1CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1/C=C/c1ccoc1"
"11017","CHEMBL3989864","-2.47","265.76","7","5","0","16","N","0.09","1.96","9.03","-5.99","-10.53","0",0,"32","15","6","2","[N-]=[N+]=CC(=O)CC[C@H](NC(=O)[C@H](CCC(=O)C=[N+]=[N-])NC(=O)CC[C@H](N)C(=O)O)C(=O)O"
"11018","CHEMBL593229","2.13","107.22","6","4","0","1","N","0.47","7.67","None","2.64","2.45","2",-1,"21","6","4","0","O=C1/C(=C/c2ccc(O)c(O)c2)Oc2cc(O)cc(O)c21"
"11019","CHEMBL399435","1.91","166.14","10","6","2","4","N","0.27","12.21","None","2.27","2.27","0",-1,"41","10","6","2","CC[C@@H]1CCC/C=C/C=C/[C@H](O)C[C@@H](O)C/C=C\C=C\[C@@H](O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)C/C=C/C=C\C(=O)O1"
"11020","CHEMBL1043","1.68","86.18","4","2","0","2","N","0.79","None","2.39","1.27","1.27","2",0,"17","4","4","0","Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1"
"11021","CHEMBL505146","-2.46","256.04","15","7","3","6","N","0.11","3.44","None","-1.91","-5.30","0",-1,"47","16","7","3","CC(C)=CC(=O)O[C@H]1C(=O)O[C@@H]2C[C@H]3[C@H](C)C(=O)C(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)=C[C@]3(C)[C@H]3[C@@H](O)[C@H](O)[C@]4(C(=O)O)OC[C@@]23[C@@H]14"
"11022","CHEMBL1098427","4.27","79.15","5","3","0","0","N","0.50","12.86","None","3.27","3.27","0",-1,"33","5","3","0","C[C@H]1C[C@@]2(O[C@H]3C[C@H]4[C@@H]5CC[C@H]6C[C@H](O)CC[C@]6(C)[C@H]5[C@@H](O)C[C@]4(C)[C@H]3[C@@]2(C)O)OC1(C)C"
"11023","CHEMBL393435","3.49","26.03","2","0","0","1","N","0.59","None","0.15","3.34","3.34","3",-1,"15","2","0","0","c1ccc(-c2nc3ccccc3o2)cc1"
"11024","CHEMBL252321","-1.44","171.37","10","4","0","8","N","0.41","11.98","7.48","-0.69","-1.03","2",-1,"25","11","6","2","CC(C)[C@H](N)C(=O)OC[C@@H](CO)OCn1cnc2c(=O)nc(N)[nH]c21"
"11025","CHEMBL1091250","1.31","166.94","8","4","0","2","N","0.41","-2.83","None","1.01","-3.74","2",0,"28","10","4","0","O=C1/C(=C2\Nc3ccc(S(=O)(=O)O)cc3C2=O)Nc2ccc(S(=O)(=O)O)cc21"
"11026","CHEMBL1204111","3.38","12.47","2","0","0","1","N","0.78","None","9.85","3.49","1.08","1",-1,"20","2","0","0","Br.COc1ccc2c(c1)[C@@]13CCCCC1[C@@H](C2)N(C)CC3"
"11027","CHEMBL1813268","2.38","189.03","13","2","2","1","N","0.17","12.79","None","1.66","1.66","0",-1,"53","13","2","2","COC(=O)/C(C)=C1\C(=O)[C@H](O)[C@]2(C)C3=C(C[C@@H]4[C@]5(OC(=O)C6=C5C[C@H]5[C@](O)(COC(=O)/C=C(\C)COC(=O)CCC(=O)OC6)[C@H]6C[C@H]6[C@]45C)[C@H]31)[C@H]1C[C@H]12"
"11028","CHEMBL1255786","0.05","38.33","2","1","0","3","Y","0.59","None","None","-4.33","-4.33","0",-1,"11","4","1","0","CNC(=O)OCC[N+](C)(C)C.[Cl-]"
"11029","CHEMBL266243","3.91","86.63","3","3","0","9","N","0.41","4.40","None","3.66","0.77","0",-1,"28","5","3","0","CC1(C)[C@H]2C[C@@H]1C[C@H](NC(=O)[C@H](O)C1CCCC1)[C@H]2C/C=C\CCCC(=O)O"
"11030","CHEMBL251050","3.53","94.22","3","4","0","6","N","0.31","11.57","None","3.13","3.13","2",-1,"31","6","4","0","C=CC(C)(C)c1[nH]c2c(C[C@@H](O)C(C)(C)Cl)cccc2c1/C=C1\NC(=O)[C@H](C)NC1=O"
"11031","CHEMBL264367","1.64","136.30","10","4","0","5","N","0.49","9.30","None","1.30","1.29","2",-1,"35","10","4","0","COCc1c(O)c(C)c2c3c1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]3C[C@@H](c1ccc(OC)cc1)O2"
"11032","CHEMBL2103766","-3.30","148.35","7","6","1","3","N","0.30","9.47","None","-2.39","-2.39","0",-1,"21","9","6","1","C=C1CCO[C@@]2([C@@H](O)[C@@](C)(O)CO)NC(=O)[C@]1(O)NC2=O"
"11033","CHEMBL517447","1.54","134.85","7","4","1","5","N","0.48","12.32","8.52","0.59","-0.42","1",-1,"27","9","5","1","COC1=C(Br)[C@H](O)[C@@]2(C=C1Br)CC(C(=O)NC/C=C\c1c[nH]c(N)n1)=NO2"
"11034","CHEMBL484633","2.00","140.59","8","5","0","2","N","0.48","6.38","None","2.00","0.86","3",-1,"24","8","5","0","COc1c(O)cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)cc1O"
"11035","CHEMBL513026","3.20","89.13","6","2","0","3","N","0.77","7.33","None","3.58","3.24","3",-1,"24","6","2","0","COc1cc(O)c2c(=O)c(-c3ccc(O)c(C)c3OC)coc2c1"
"11036","CHEMBL1472975","3.37","56.75","6","0","0","6","N","0.52","None","7.73","3.74","3.24","2",0,"30","6","0","0","O=C1[C@H]2CCCC[C@H]2C(=O)N1CCCCN1CCN(c2nsc3ccccc23)CC1"
"11037","CHEMBL500980","-0.90","290.43","17","10","3","7","N","0.10","7.10","None","1.66","1.11","3",-1,"51","17","10","3","CC(=O)c1c(O[C@@H]2OC[C@@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H]2O)cc(O)c(-c2c(C)cc(O)c3c2C(=O)c2cccc(O)c2C3=O)c1O"
"11038","CHEMBL253482","2.12","60.69","3","3","0","1","N","0.70","7.52","None","2.14","1.89","1",-1,"12","3","3","0","OCc1cc(O)c(O)c(Br)c1Br"
"11039","CHEMBL523569","3.48","157.28","11","4","2","6","N","0.29","6.58","None","2.90","1.97","4",-1,"38","11","4","2","COc1cc([C@H]2Oc3cc(-c4cc(=O)c5c(O)cc(O)cc5o4)cc(OC)c3O[C@@H]2CO)cc(OC)c1O"
"11040","CHEMBL468407","1.42","203.14","15","5","2","6","N","0.24","7.69","6.72","2.72","2.72","2",-1,"52","15","5","2","CO[C@H]1[C@H](C)O[C@@H](O[C@H]2C[C@](C)(O)Cc3cc4c(c(O)c32)C(=O)c2c(O)cc3c(c2C4=O)O[C@@H]2O[C@@]3(C)[C@H](O)[C@@H](N(C)C)[C@@H]2O)[C@H](OC)[C@]1(C)OC"
"11041","CHEMBL465556","1.95","136.76","9","4","0","1","N","0.31","7.81","6.73","3.71","3.72","3",-1,"36","9","4","0","Cc1ccc2c(O)c3c(cc2c1)C(=O)c1c2c(cc(O)c1C3=O)[C@@]1(C)O[C@@H](O2)[C@@H](O)[C@H](N(C)C)[C@H]1O"
"11042","CHEMBL451608","3.30","204.96","12","5","2","3","N","0.18","7.44","None","7.49","7.16","4",-1,"46","12","5","2","COC(=O)c1c(O)cc2c(c1C)C(=O)c1c(ccc(C3(O)c4cccc(O)c4C(=O)c4c3cc(O)c(C(=O)OC)c4C)c1O)C2=O"
"11043","CHEMBL461820","6.67","109.36","7","3","2","3","N","0.27","7.17","None","6.23","5.80","3",-1,"37","7","3","2","CC(C)=CCc1c2c(c(O)c3c(=O)c4c(oc13)-c1cc(O)c(O)cc1OC4C=C(C)C)C=CC(C)(C)O2"
"11044","CHEMBL510732","6.47","111.55","11","2","3","10","N","0.19","9.83","7.76","5.70","5.15","4",-1,"51","11","2","3","COc1cc2c(c(O)c1OC)CCN(C)[C@H]2Cc1ccc(Oc2c3c(cc(OC)c2OC)-c2c(OC)c(OC)c(O)c4c2[C@H](C3)N(C)CC4)cc1"
"11045","CHEMBL1821857","5.90","83.83","5","2","1","9","N","0.34","4.43","None","5.31","2.44","0",-1,"32","5","2","1","CCC(C)C(=O)C1=C(O)C(C)=C2O[C@@H](C(C)(C)O)C[C@@]2(C/C=C(\C)CCC=C(C)C)C1=O"
"11046","CHEMBL451954","3.83","57.53","4","2","0","0","N","0.52","8.22","None","5.32","5.26","3",-1,"20","3","2","0","Cc1sc2ccc(O)c3c2c1-c1cccc(O)c1C3=O"
"11047","CHEMBL470270","3.75","20.23","1","1","0","0","N","0.66","None","0.40","3.52","3.52","0",-1,"16","1","1","0","CC1(C)C[C@]2(O)[C@@]3(C)CCC[C@]2(C)CC[C@@H]13"
"11048","CHEMBL446060","2.19","47.56","3","1","0","3","Y","0.83","None","None","2.09","2.09","1",0,"15","4","1","0","CNC(=O)Oc1ccccc1OC(C)C"
"11049","CHEMBL452239","5.63","99.13","6","1","1","11","N","0.22","-1.40","None","6.23","3.85","0",-1,"34","7","1","1","COC1C=C(CCCC(CC[C@]2(C)C3=CCCC(C)(C)[C@H]3CC[C@@H]2C)COS(=O)(=O)[O-])C(=O)O1.[Na+]"
